,domain_code,page_title,count_views
319,am,ታሪክ_ዘኦሮሞ,2
320,am,አርሲ_ኦሮሞ,2
321,am,አቡነ_አረጋዊ_ዘደብረ_ዳሞ,2
322,am,አባ_ጊዮርጊስ_ዘጋስጭ,2
323,am,አየርላንድ,2
324,am.d,ዋና_ገጽ,2
325,am.d,አባል:leitoxx,1
326,am.d,አባል:wikimedianotifier/notifications,1
327,am.d,ውይይት:ዋናው_ገጽ,1
328,am.m,ዕንቁጣጣሽ,74
329,am.m,ዋናው_ገጽ,24
330,am.m,ስዕል:አደይ_አበባ.jpg,9
331,am.m,አማርኛ,9
332,am.m,ዓፄ_ቴዎድሮስ,9
333,am.m,የኢትዮጵያ_ህዝብ_መዝሙር,9
334,am.m,ኢትዮጵያ,8
335,am.m,վիքիմեդիա_հայաստան,7
336,am.m,ሥርዓተ_ነጥቦች,7
337,am.m,ስዕል:enkutatash.jpg,7
338,am.m,መዝገበ_ቃላት,6
339,am.m,ሼህ_ሁሴን_ጅብሪል,6
340,am.m,አቡነ_የማታ_ጎህ,6
341,am.m,ኢትዮጵያ_ኢትዮጵያ_ኢትዮጵያ_ቅደሚ,6
342,am.m,ክርስቶስ,6
343,am.m,-,5
344,am.m,ተረት_ጠ,5
345,am.m,አዲስ_አበባ,5
346,am.m,የሐበሻ_ተረት_1899,5
347,am.m,የኢትዮጵያ_ዘመን_አቆጣጠር,5
348,am.m,ሐረር,4
349,am.m,ማርያም,4
350,am.m,ረጅም_ልቦለድ,4
351,am.m,ሴት_(ጾታ),4
352,am.m,አስቴር_አወቀ,4
353,am.m.d,wiktionary:የፋርስኛ_ቅድመ-ታሪካዊ_አመጣት_ሷዴሽ_ዝርዝር,5
354,am.m.d,wiktionary:ሶማልኛ_ሷዴሽ,3
355,am.m.d,graph,2
356,am.m.d,wiktionary:ኦሮምኛ_ሷዴሽ,2
357,am.m.d,a,1
358,am.m.d,comp_glossary_c,1
359,am.m.d,wiktionary:የግሪክኛ_ቅድመ-ታሪካዊ_አመጣጥ_-_ሷዴሽ_ዝርዝር,1
360,am.m.q,ማርቲን_ሉተር_ኪንግ,1
361,am.m.q,ዋና_ገጽ,1
362,am.m.q,የታዋቂ_ሰዎች_ጥቅሶች,1
363,am.q,ዋና_ገጽ,2
364,am.q,አባል:trần_nguyễn_minh_huy,1
365,an,portalada,49
366,an,blog,6
367,an,lista_de_municipios_de_segovia,5
368,an,jalisco,4
369,an,lista_de_municipios_de_malaga,4
370,an,wikipedia:aduya,4
371,an,wikipedia:sobre,4
372,an,base_de_datos,3
373,an,canadá,3
374,an,categoría:ibons,3
375,an,especial:mirar,3
376,an,ibons_de_ros_batans,3
377,an,ibón_d'escalar,3
378,an,ibón_de_marmorés,3
379,an,imachen:rcd_mallorca.png,3
380,an,isla_d'irlanda,3
381,an,lista_de_municipios_de_zaragoza,3
382,an,tlaxcala,3
383,an,wikipedia:comunidat,3
384,an,america_d'o_sud,2
385,an,anguila,2
386,an,cranio,2
387,an,ibons_de_coronas,2
388,an,ibons_de_vilamorta,2
389,an,ibón_d'as_truitas,2
390,an.d,portalada,4
391,an.d,descusión_usuario:hydriz,2
392,an.d,bishitá,1
393,an.d,categoría:papiamento,1
394,an.d,categoría:parabras_en_anglés,1
395,an.d,categoría:parabras_en_papiamento,1
396,an.d,oliba,1
397,an.d,olibera,1
398,an.d,olive_tree,1
399,an.d,usuario:hydriz,1
400,an.m,lista_de_municipios_de_granada,14
401,an.m,zuriñe_hidalgo,10
402,an.m,lista_de_municipios_de_toledo,8
403,an.m,lista_de_municipios_de_malaga,7
404,an.m,lista_de_municipios_de_cáceres,5
405,an.m,lista_de_municipios_de_ciudad_real,4
406,an.m,portalada,4
407,an.m,lista_de_municipios_de_badajoz,3
408,an.m,lista_de_municipios_de_cordoba,3
409,an.m,lista_de_municipios_de_soria,3
410,an.m,sciencia,3
411,an.m,2_de_chinero,2
412,an.m,cerolla_(desambigación),2
413,an.m,especial:mirar,2
414,an.m,estrelada_aragonesa,2
415,an.m,idioma_griego,2
416,an.m,imachen:blason_ville_fr_la_bastide-clairence_(64).svg,2
417,an.m,imachen:o-tableimage.svg,2
418,an.m,lista_de_municipios_de_burgos,2
419,an.m,lista_de_municipios_de_palencia,2
420,an.m,mantodea,2
421,an.m,nitrochén,2
422,an.m,numero_atomico,2
423,an.m,oxichén,2
424,an.m,somalilandia,2
425,an.m.d,biquizionario:tabierna,2
426,an.m.d,biquizionario:apéndiz:animals,1
427,an.m.d,uevo,1
428,ang,spēonisc_sprǣc,151
429,ang,hēafodtramet,17
430,ang,sunne,9
431,ang,geānedu_rīcu_american,5
432,ang,help:innoþ,5
433,ang,argentina,4
434,ang,rumǣnisc_sprǣc,4
435,ang,uruquaria,4
436,ang,wikipǣdia:gemǣnscipes_ingang,4
437,ang,bysen:cyþþubox_sprǣc,3
438,ang,nicaragua,3
439,ang,anguilla,2
440,ang,canada,2
441,ang,eald_hēah_þēodisc,2
442,ang,flocc:sprǣc,2
443,ang,flocc:westrōmānisca_sprǣca,2
444,ang,hēafodsīde,2
445,ang,illinois,2
446,ang,missouri,2
447,ang,sūðamerica,2
448,ang,tōkyō,2
449,ang,wikipǣdia:how_to_edit_a_page,2
450,ang,wikipǣdia:sēðung_þurfed,2
451,ang,īrland,2
452,ang,14._æfterran_gēolan,1
453,ang.b,hēafodsīde,2
454,ang.b,brūcend:trần_nguyễn_minh_huy,1
455,ang.d,hēafodtramet,44
456,ang.d,wikiwordbōc:ealuhūs,6
457,ang.d,hēafodsīde,4
458,ang.d,brūcend:mediawiki_message_delivery,2
459,ang.d,ymele:wikimedia-logo.svg,2
460,ang.d,ymele:oojs_ui_icon_speechbubbles-rtl.svg,2
461,ang.d,ymele:magic_wand_icon_229981_color_flipped.svg,2
462,ang.d,ymele:logo_for_the_beta_feature_fileexporter.svg,2
463,ang.d,wikiwordbōc:gemǣne_ætsacung,2
464,ang.d,syndrig:search,2
465,ang.d,weorc:gemǣnscipes_port,2
466,ang.d,help:innung,2
467,ang.d,syndrig:recentchanges,2
468,ang.d,syndrig:mytalk,2
469,ang.d,syndrig:mycontributions,2
470,ang.d,slaughter,1
471,ang.d,þrīe,1
472,ang.m,hēafodtramet,4
473,ang.m,ierusalem,4
474,ang.m,ymele:wien-parlament-116-mitte-2008-gje.jpg,2
475,ang.m,alberta,1
476,ang.m,persealand,1
477,ang.m,wikipǣdiamōtung:nīwlicu_word_teohhunga/a–m,1
478,ang.m,wikipǣdia:nīwlicu_word_teohhunga/medical,1
479,ang.m,wikipǣdia:how_to_edit_a_page,1
480,ang.m,wikipǣdia:gecorene_gemynddagas/24_winterfylleþ,1
481,ang.m,teutoburg_weald_beadu,1
482,ang.m,spēonisc_sprǣc,1
483,ang.m,rumǣnisc_sprǣc,1
484,ang.m,rodan,1
485,ang.m,indea,1
486,ang.m,brūcend:hithame_halawa,1
487,ang.m,hwælsang,1
488,ang.m,gregorisce_gerīmbōc,1
489,ang.m,geānedu_rīcu_american,1
490,ang.m,foresittend,1
491,ang.m,cuba,1
492,ang.m,cent,1
493,ang.m,bysen:cyþþubox_sprǣc,1
494,ang.m,brūcend:raoli,1
495,ang.m,þunor,1
496,ang.m.d,wikiwordbōc:ealuhūs,2
497,ang.m.d,mearcweard,1
498,ang.m.q,hēafodsīde,1
499,ang.q,hēafodsīde,3
500,ang.s,hēafodtramet,1
501,ar,الصفحة_الرئيسية,652
502,ar,خاص:بحث,594
503,ar,special:mypage/qeditorpreferences.js,358
504,ar,خاص:أحدث_التغييرات,210
505,ar,-,135
506,ar,رأس_السنة_الميلادية,110
507,ar,كارلوس_غصن,65
508,ar,ليلة_رأس_السنة_الميلادية,64
509,ar,خير_الدين_بربروس,43
510,ar,ويكيبيديا:مسابقة_ويكيبيديا_السعودية/المشاركون,43
511,ar,انتخابات,38
512,ar,ويكيبيديا:مسابقة_ويكيبيديا_السعودية,38
513,ar,يوتيوب,38
514,ar,تيشور,37
515,ar,تقويم_ميلادي,35
516,ar,مستخدم:sadiqui/وصلاتي,35
517,ar,عيد_الميلاد,34
518,ar,فيلم_إباحي,34
519,ar,مستخدم:mohanad_kh/وصلاتي,33
520,ar,1_يناير,32
521,ar,فيسبوك,32
522,ar,مصطفى_بن_بولعيد,30
523,ar,زنجبار,29
524,ar,ويكيبيديا:مسابقة_ويكيبيديا_السعودية/المقالات_المقترحة,29
525,ar,عبد_القادر_الجزائري,28
526,ar.b,الصفحة_الرئيسية,7
527,ar.b,نموذج_آشور_للتصميم_التعليمي,5
528,ar.b,الطاقة/الطاقة_الكيميائية,4
529,ar.b,علم_الاجتماع/النظرية_الاجتماعية,4
530,ar.b,البنوك_الإلكترونية,3
531,ar.b,العبرية/المقدمة/الأبجدية,3
532,ar.b,الطاقة/مصادر_الطاقة_المتجددة,2
533,ar.b,تعريف_التربية_ومفهومها,2
534,ar.b,صحة_النبات,2
535,ar.b,قانون_المسطرة_الجنائية,2
536,ar.b,كتاب_مرض_السكر,2
537,ar.b,مواضيع_الآيات_في_القرآن/عيسى,2
538,ar.b,ويكي_الأطفال:الحروف_الأبجدية/غ,2
539,ar.b,البعد_الرابع,1
540,ar.b,السبورة_التفاعلية,1
541,ar.b,الطاقة/مصادر_الطاقة_الغير_متجددة,1
542,ar.b,العالم_المتقدم_و_العالم_النامي,1
543,ar.b,العبرية/درس_2,1
544,ar.b,الفلسفة_الإسلامية,1
545,ar.b,المواطن_الصالح,1
546,ar.b,الوحدة_الاولى:_مقدمة,1
547,ar.b,تخصيب_اليورانيوم,1
548,ar.b,دراسة_بعض_مكونات_الوسط_(الجزء_2),1
549,ar.b,دليل_دراسة_الفيزياء/الجاذبية,1
550,ar.b,عام_الوفود/إسلام_ملوك_اليمن_الحميريين,1
551,ar.d,خ,11
552,ar.d,غ,3
553,ar.d,خاص:بحث,3
554,ar.d,تصنيف:أفعال,2
555,ar.d,ويكاموس,2
556,ar.d,الصفحة_الرئيسية,2
557,ar.d,تصنيف:قافية_الباء,1
558,ar.d,قَدَّمْنَا,1
559,ar.d,تصنيف:مراحل_تاريخية,1
560,ar.d,تصنيف:قافية_الدال,1
561,ar.d,-,1
562,ar.d,dimer,1
563,ar.d,تصنيف:أسماء_إنجليزية,1
564,ar.d,اِسْتَيْقَظَ,1
565,ar.d,أَبْجَد,1
566,ar.d,renoirs,1
567,ar.d,panel,1
568,ar.d,maître,1
569,ar.d,lever,1
570,ar.d,وَاسِع,1
571,ar.m,الصفحة_الرئيسية,3866
572,ar.m,خاص:بحث,1714
573,ar.m,-,1573
574,ar.m,رأس_السنة_الميلادية,865
575,ar.m,كارلوس_غصن,680
576,ar.m,عذراء_(مسلسل),656
577,ar.m,ليلة_رأس_السنة_الميلادية,542
578,ar.m,عيد_الميلاد,407
579,ar.m,special:search,340
580,ar.m,بابا_نويل,257
581,ar.m,مصر,244
582,ar.m,تقويم_ميلادي,240
583,ar.m,قابوس_بن_سعيد,235
584,ar.m,زينب_بنت_علي_بن_أبي_طالب,232
585,ar.m,برج_فلكي,228
586,ar.m,هيفاء_وهبي,225
587,ar.m,محمد_عبده_(مغني),175
588,ar.m,شمس_المعارف_الكبرى_(كتاب),163
589,ar.m,سلمان_بن_عبد_العزيز_آل_سعود,162
590,ar.m,محمد,160
591,ar.m,تويتر,155
592,ar.m,البابا_فرنسيس,153
593,ar.m,تقويم_هجري,148
594,ar.m,كم_جونغ_أون,147
595,ar.m,أسماء_الشهور,145
596,ar.m.b,مواضيع_الآيات_في_القرآن/عيسى,24
597,ar.m.b,الطاقة/مصادر_الطاقة_المتجددة,18
598,ar.m.b,العبرية/المقدمة/الأبجدية,15
599,ar.m.b,موسوعة_الأعشاب_الطبية,12
600,ar.m.b,علم_الاجتماع/النظرية_الاجتماعية,10
601,ar.m.b,قواعد_اللغة_العربية_المبسطة,10
602,ar.m.b,مايكروسوفت_أوفيس/أكسس,9
603,ar.m.b,اللغة_العربية/ضمائر,8
604,ar.m.b,special:search,7
605,ar.m.b,أزمة_التطور_الحضاري_في_الوطن_العربي,7
606,ar.m.b,التنافس_الإمبريالي_و_اندلاع_الحرب_العالمية_الأولى,7
607,ar.m.b,المواطن_الصالح,7
608,ar.m.b,الصفحة_الرئيسية,6
609,ar.m.b,مواضيع_الآيات_في_القرآن/الشمس,6
610,ar.m.b,ويكي_الأطفال:الحروف_الأبجدية/طريقة_الكتابة,6
611,ar.m.b,الروسية/التحية,5
612,ar.m.b,العبرية/درس_5,5
613,ar.m.b,تعزيز_التربية_التأملية,5
614,ar.m.b,كتاب_تاريخ_الفلك/الكواكب_التسعة,5
615,ar.m.b,ويكي_الأطفال:أبجدية_الفواكه/ز,5
616,ar.m.b,السبورة_التفاعلية,4
617,ar.m.b,العيش_في_المدرسة_(جزء_1),4
618,ar.m.b,الفلسفة_الإسلامية,4
619,ar.m.b,فلسفة_الواقع,4
620,ar.m.b,قصة_البشر_فوق_الأرض,4
621,ar.m.d,الصفحة_الرئيسية,17
622,ar.m.d,الكلمات_التي_تنتهي_بحرف_الراء,12
623,ar.m.d,تصنيف:أ,10
624,ar.m.d,تصنيف:أفعال,7
625,ar.m.d,فروق:السنة_والعام,7
626,ar.m.d,آيبة,6
627,ar.m.d,تصنيف:قافية_السين,6
628,ar.m.d,طائر,6
629,ar.m.d,بوابة:الحروف_العربية,5
630,ar.m.d,طَرَقَ,5
631,ar.m.d,routine,4
632,ar.m.d,اِسْتَيْقَظَ,4
633,ar.m.d,خاص:بحث,4
634,ar.m.d,ذَرَّة,4
635,ar.m.d,-,3
636,ar.m.d,lmao,3
637,ar.m.d,آلَمَ,3
638,ar.m.d,أَحَلَّ,3
639,ar.m.d,أَفَاقَ,3
640,ar.m.d,اِسْتَرَاحَ,3
641,ar.m.d,بلد,3
642,ar.m.d,بوابة:النحو_والإعراب,3
643,ar.m.d,تصنيف:قافية_الباء,3
644,ar.m.d,تصنيف:قافية_الزاي,3
645,ar.m.d,حَاسُوب,3
646,ar.m.m,usuario_discusión:-revi,1
647,ar.m.n,الصفحة_الرئيسية,5
648,ar.m.n,تصنيف:النمسا-المجر,3
649,ar.m.n,ما_هي_البصمة_الكربونية؟,3
650,ar.m.n,تصنيف:ألقاب_النبلاء_حسب_البلد,2
651,ar.m.n,تصنيف:نبلاء_أوروبا,2
652,ar.m.n,"فوائد_صحية_مذهلة_لـ_""التين_المجفف""",2
653,ar.m.n,10_نصائح_للتخلص_من_الإجهاد_وضغط_العمل,1
654,ar.m.n,15_عضو_هيئة_تدريس_بجامعة_الطائف_يتظلمون_لاستبعادهم_تعسفياً,1
655,ar.m.n,آبل_أول_شركة_في_العالم_تتجاوز_قيمتها_السوقية_الـ800_مليار_دولار,1
656,ar.m.n,أبيتا_–_فيلم_رسوم_متحركة_قصير_عن_أطفال_فوكوشيما,1
657,ar.m.n,أحداث_يوم_الإثنين_14/3/2011_م_من_ثورة_17_فبراير_الليبية,1
658,ar.m.n,أفغانستان:_ازدياد_عدد_ضحايا_البرد,1
659,ar.m.n,إحياء_ذكرى_اغتيال_عبد_الفتاح_يونس,1
660,ar.m.n,إسقاط_المقاتلة_التركية:_مواقف_وآراء,1
661,ar.m.n,إعلان_نتائج_الانتخابات_البلدية_الأولى_في_عمان،_وفوز_أربع_نساء,1
662,ar.m.n,إفطار_في_عمان_لأهالي_الأسرى_في_سجون_الاحتلال,1
663,ar.m.n,إيران:_عمال_قصب_السكر_يحصلون_على_رواتبهم,1
664,ar.m.n,اختفاء_مؤسس_موقع_لرصد_الاحتجاجات_في_الصين,1
665,ar.m.n,اسرائيل:_الرئيس_بوش_يزور_اسرائيل,1
666,ar.m.n,"اعتقالات_خلال_حملات_دهم_""إسرائيلية""_بالضفة_المحتلة",1
667,ar.m.n,افتتاح_مهرجان_طيران_الإمارات_الدولي_للآداب_بدبي,1
668,ar.m.n,الأردن_:_رسالة_الي_الرقيب,1
669,ar.m.n,الأمم_المتحدة:_132_ألفاً_من_مسلمي_الروهينغا_بلا_طعام,1
670,ar.m.n,"الاتحاد_الأوروبي_يطلب_توضيحات_حول_مشاريع_الاستيطان_""الإسرائيلية""",1
671,ar.m.n,البحرين:_مولد_الإمام_المهدي,1
672,ar.m.q,أمثال_كويتية,25
673,ar.m.q,أمثال_مغربية,23
674,ar.m.q,أمثال_سعودية,22
675,ar.m.q,أمثال_سورية,21
676,ar.m.q,الصفحة_الرئيسية,21
677,ar.m.q,أحاديث_في_فضل_القرآن_الكريم,18
678,ar.m.q,أمثال_جزائرية,18
679,ar.m.q,أمثال_تونسية,17
680,ar.m.q,أمثال_لبنانية,13
681,ar.m.q,حكم_عربية,12
682,ar.m.q,أمثال_فلسطينية,11
683,ar.m.q,حكم_شعرية,10
684,ar.m.q,أمثال_عراقية,9
685,ar.m.q,الحجاج_بن_يوسف_الثقفي,9
686,ar.m.q,الكرامة,9
687,ar.m.q,أمثال_فرنسية,7
688,ar.m.q,أمثال_ألمانية,6
